X1,X2,X3,X4
0.9403931,0.509729,4.9192505,4.6393188
3.3903931,2.959729,2.4692505,2.1893188
4.6153931,1.734729,1.2442505,3.4143188
2.1653931,4.184729,3.6942505,0.9643188
1.5528931,2.347229,1.8567505,4.0268188
4.0028931,4.797229,4.3067505,1.5768188
2.7778931,1.122229,3.0817505,2.8018188
0.3278931,3.572229,0.6317505,0.3518188
0.4044556,2.4237915,4.689563,3.1846313
2.8544556,4.8737915,2.239563,0.7346313
4.0794556,1.1987915,1.014563,4.4096313
1.6294556,3.6487915,3.464563,1.9596313
2.2419556,0.5862915,1.627063,2.5721313
4.6919556,3.0362915,4.077063,0.1221313
3.4669556,1.8112915,2.852063,3.7971313
1.0169556,4.2612915,0.402063,1.3471313
1.3232056,0.8925415,3.770813,0.4283813
3.7732056,3.3425415,1.320813,2.8783813
4.9982056,2.1175415,2.545813,1.6533813
2.5482056,4.5675415,4.995813,4.1033813
1.9357056,1.5050415,0.708313,1.0408813
4.3857056,3.9550415,3.158313,3.4908813
3.1607056,0.2800415,4.383313,2.2658813
0.7107056,2.7300415,1.933313,4.7158813
0.5575806,0.1269165,1.167688,3.9502563
3.0075806,2.5769165,3.617688,1.5002563
4.2325806,1.3519165,4.842688,2.7252563
1.7825806,3.8019165,2.392688,0.2752563
2.3950806,1.9644165,3.005188,4.5627563
4.8450806,4.4144165,0.555188,2.1127563
3.6200806,0.7394165,1.780188,3.3377563
1.1700806,3.1894165,4.230188,0.8877563
0.8638306,1.6581665,2.086438,2.4190063
3.3138306,4.1081665,4.536438,4.8690063
4.5388306,0.4331665,3.311438,1.1940063
2.0888306,2.8831665,0.861438,3.6440063
1.4763306,1.0456665,3.923938,1.8065063
3.9263306,3.4956665,1.473938,4.2565063
2.7013306,2.2706665,0.248938,0.5815063
0.2513306,4.7206665,2.698938,3.0315063
0.2130493,1.8495728,0.1340942,4.9072876
2.6630493,4.2995728,2.5840942,2.4572876
3.8880493,0.6245728,3.8090942,3.6822876
1.4380493,3.0745728,1.3590942,1.2322876
2.0505493,1.2370728,3.1965942,4.2947876
4.5005493,3.6870728,0.7465942,1.8447876
3.2755493,2.4620728,1.9715942,3.0697876
0.8255493,4.9120728,4.4215942,0.6197876
1.1317993,0.3183228,1.6653442,1.5385376
3.5817993,2.7683228,4.1153442,3.9885376
4.8067993,1.5433228,2.8903442,0.3135376
2.3567993,3.9933228,0.4403442,2.7635376
1.7442993,2.1558228,4.7278442,2.1510376
4.1942993,4.6058228,2.2778442,4.6010376
2.9692993,0.9308228,1.0528442,0.9260376
0.5192993,3.3808228,3.5028442,3.3760376
0.6724243,0.7776978,4.2684692,2.9166626
3.1224243,3.2276978,1.8184692,0.4666626
4.3474243,2.0026978,0.5934692,4.1416626
1.8974243,4.4526978,3.0434692,1.6916626
2.5099243,1.3901978,2.4309692,3.5291626
4.9599243,3.8401978,4.8809692,1.0791626
3.7349243,0.1651978,3.6559692,4.7541626
1.2849243,2.6151978,1.2059692,2.3041626
0.9786743,2.3089478,2.7372192,0.7729126
3.4286743,4.7589478,0.2872192,3.2229126
4.6536743,1.0839478,1.5122192,1.9979126
2.2036743,3.5339478,3.9622192,4.4479126
1.5911743,0.4714478,0.8997192,0.1604126
4.0411743,2.9214478,3.3497192,2.6104126
2.8161743,1.6964478,4.5747192,1.3854126
0.3661743,4.1464478,2.1247192,3.8354126
0.2896118,0.7011353,3.1200317,2.2276001
2.7396118,3.1511353,0.6700317,4.6776001
3.9646118,1.9261353,1.8950317,1.0026001
1.5146118,4.3761353,4.3450317,3.4526001
2.1271118,2.5386353,1.2825317,1.6151001
4.5771118,4.9886353,3.7325317,4.0651001
3.3521118,1.3136353,4.9575317,0.3901001
0.9021118,3.7636353,2.5075317,2.8401001
1.2083618,1.6198853,4.0387817,4.3713501
3.6583618,4.0698853,1.5887817,1.9213501
4.8833618,0.3948853,0.3637817,3.1463501
2.4333618,2.8448853,2.8137817,0.6963501
1.8208618,1.0073853,2.2012817,4.9838501
4.2708618,3.4573853,4.6512817,2.5338501
3.0458618,2.2323853,3.4262817,3.7588501
0.5958618,4.6823853,0.9762817,1.3088501
0.4427368,2.0792603,1.4356567,0.2369751
2.8927368,4.5292603,3.8856567,2.6869751
4.1177368,0.8542603,2.6606567,1.4619751
1.6677368,3.3042603,0.2106567,3.9119751
2.2802368,0.2417603,4.4981567,0.8494751
4.7302368,2.6917603,2.0481567,3.2994751
3.5052368,1.4667603,0.8231567,2.0744751
1.0552368,3.9167603,3.2731567,4.5244751
0.7489868,1.1605103,0.5169067,3.6057251
3.1989868,3.6105103,2.9669067,1.1557251
4.4239868,2.3855103,4.1919067,4.8307251
1.9739868,4.8355103,1.7419067,2.3807251
1.3614868,1.7730103,3.5794067,2.9932251
3.8114868,4.2230103,1.1294067,0.5432251
2.5864868,0.5480103,2.3544067,4.2182251
0.1364868,2.9980103,4.8044067,1.7682251
0.1269165,0.5575806,0.6604614,2.7922485
2.5769165,3.0075806,3.1104614,0.3422485
3.8019165,1.7825806,4.3354614,4.0172485
1.3519165,4.2325806,1.8854614,1.5672485
1.9644165,2.3950806,3.7229614,3.4047485
4.4144165,4.8450806,1.2729614,0.9547485
3.1894165,1.1700806,2.4979614,4.6297485
0.7394165,3.6200806,4.9479614,2.1797485
1.0456665,1.4763306,1.5792114,1.2609985
3.4956665,3.9263306,4.0292114,3.7109985
4.7206665,0.2513306,2.8042114,2.4859985
2.2706665,2.7013306,0.3542114,4.9359985
1.6581665,0.8638306,4.6417114,0.6484985
4.1081665,3.3138306,2.1917114,3.0984985
2.8831665,2.0888306,0.9667114,1.8734985
0.4331665,4.5388306,3.4167114,4.3234985
0.5862915,2.2419556,3.8760864,4.4766235
3.0362915,4.6919556,1.4260864,2.0266235
4.2612915,1.0169556,0.2010864,3.2516235
1.8112915,3.4669556,2.6510864,0.8016235
2.4237915,0.4044556,2.0385864,3.8641235
4.8737915,2.8544556,4.4885864,1.4141235
3.6487915,1.6294556,3.2635864,2.6391235
1.1987915,4.0794556,0.8135864,0.1891235
0.8925415,1.3232056,2.9573364,1.7203735
3.3425415,3.7732056,0.5073364,4.1703735
4.5675415,2.5482056,1.7323364,0.4953735
2.1175415,4.9982056,4.1823364,2.9453735
1.5050415,1.9357056,1.1198364,2.3328735
3.9550415,4.3857056,3.5698364,4.7828735
2.7300415,0.7107056,4.7948364,1.1078735
0.2800415,3.1607056,2.3448364,3.5578735
0.356604,1.7060181,2.5745239,0.571936
2.806604,4.1560181,0.1245239,3.021936
4.031604,0.4810181,1.3495239,1.796936
1.581604,2.9310181,3.7995239,4.246936
2.194104,1.0935181,0.7370239,1.184436
4.644104,3.5435181,3.1870239,3.634436
3.419104,2.3185181,4.4120239,2.409436
0.969104,4.7685181,1.9620239,4.859436
1.275354,0.1747681,4.1057739,3.328186
3.725354,2.6247681,1.6557739,0.878186
4.950354,1.3997681,0.4307739,4.553186
2.500354,3.8497681,2.8807739,2.103186
1.887854,2.0122681,2.2682739,2.715686
4.337854,4.4622681,4.7182739,0.265686
3.112854,0.7872681,3.4932739,3.940686
0.662854,3.2372681,1.0432739,1.490686
0.509729,0.9403931,1.8088989,2.256311
2.959729,3.3903931,4.2588989,4.706311
4.184729,2.1653931,3.0338989,1.031311
1.734729,4.6153931,0.5838989,3.481311
2.347229,1.5528931,4.8713989,1.643811
4.797229,4.0028931,2.4213989,4.093811
3.572229,0.3278931,1.1963989,0.418811
1.122229,2.7778931,3.6463989,2.868811
0.815979,2.4716431,0.2776489,3.787561
3.265979,4.9216431,2.7276489,1.337561
4.490979,1.2466431,3.9526489,2.562561
2.040979,3.6966431,1.5026489,0.112561
1.428479,0.6341431,3.3401489,4.400061
3.878479,3.0841431,0.8901489,1.950061
2.653479,1.8591431,2.1151489,3.175061
0.203479,4.3091431,4.5651489,0.725061
0.2417603,2.2802368,2.2299927,1.3758423
2.6917603,4.7302368,4.6799927,3.8258423
3.9167603,1.0552368,3.4549927,0.1508423
1.4667603,3.5052368,1.0049927,2.6008423
2.0792603,0.4427368,4.0674927,1.9883423
4.5292603,2.8927368,1.6174927,4.4383423
3.3042603,1.6677368,0.3924927,0.7633423
0.8542603,4.1177368,2.8424927,3.2133423
1.1605103,0.7489868,1.3112427,4.7445923
3.6105103,3.1989868,3.7612427,2.2945923
4.8355103,1.9739868,4.9862427,3.5195923
2.3855103,4.4239868,2.5362427,1.0695923
1.7730103,1.3614868,3.1487427,4.1320923
4.2230103,3.8114868,0.6987427,1.6820923
2.9980103,0.1364868,1.9237427,2.9070923
0.5480103,2.5864868,4.3737427,0.4570923
0.7011353,0.2896118,3.6081177,0.9164673
3.1511353,2.7396118,1.1581177,3.3664673
4.3761353,1.5146118,2.3831177,2.1414673
1.9261353,3.9646118,4.8331177,4.5914673
2.5386353,2.1271118,0.5456177,0.3039673
4.9886353,4.5771118,2.9956177,2.7539673
3.7636353,0.9021118,4.2206177,1.5289673
1.3136353,3.3521118,1.7706177,3.9789673
1.0073853,1.8208618,4.5268677,3.0602173
3.4573853,4.2708618,2.0768677,0.6102173
4.6823853,0.5958618,0.8518677,4.2852173
2.2323853,3.0458618,3.3018677,1.8352173
1.6198853,1.2083618,1.4643677,3.6727173
4.0698853,3.6583618,3.9143677,1.2227173
2.8448853,2.4333618,2.6893677,4.8977173
0.3948853,4.8833618,0.2393677,2.4477173
0.3183228,1.1317993,4.7565552,4.2086548
2.7683228,3.5817993,2.3065552,1.7586548
3.9933228,2.3567993,1.0815552,2.9836548
1.5433228,4.8067993,3.5315552,0.5336548
2.1558228,1.7442993,1.6940552,4.8211548
4.6058228,4.1942993,4.1440552,2.3711548
3.3808228,0.5192993,2.9190552,3.5961548
0.9308228,2.9692993,0.4690552,1.1461548
1.2370728,2.0505493,3.2253052,2.0649048
3.6870728,4.5005493,0.7753052,4.5149048
4.9120728,0.8255493,2.0003052,0.8399048
2.4620728,3.2755493,4.4503052,3.2899048
1.8495728,0.2130493,0.1628052,1.4524048
4.2995728,2.6630493,2.6128052,3.9024048
3.0745728,1.4380493,3.8378052,0.2274048
0.6245728,3.8880493,1.3878052,2.6774048
0.4714478,1.5911743,0.9284302,3.7492798
2.9214478,4.0411743,3.3784302,1.2992798
4.1464478,0.3661743,4.6034302,4.9742798
1.6964478,2.8161743,2.1534302,2.5242798
2.3089478,0.9786743,2.7659302,3.1367798
4.7589478,3.4286743,0.3159302,0.6867798
3.5339478,2.2036743,1.5409302,4.3617798
1.0839478,4.6536743,3.9909302,1.9117798
0.7776978,0.6724243,2.4596802,0.3805298
3.2276978,3.1224243,4.9096802,2.8305298
4.4526978,1.8974243,3.6846802,1.6055298
2.0026978,4.3474243,1.2346802,4.0555298
1.3901978,2.5099243,4.2971802,0.9930298
3.8401978,4.9599243,1.8471802,3.4430298
2.6151978,1.2849243,0.6221802,2.2180298
0.1651978,3.7349243,3.0721802,4.6680298
0.1460571,1.3806274,4.1631958,2.5051392
2.5960571,3.8306274,1.7131958,4.9551392
3.8210571,0.1556274,0.4881958,1.2801392
1.3710571,2.6056274,2.9381958,3.7301392
1.9835571,0.7681274,2.3256958,1.8926392
4.4335571,3.2181274,4.7756958,4.3426392
3.2085571,1.9931274,3.5506958,0.6676392
0.7585571,4.4431274,1.1006958,3.1176392
1.0648071,0.4618774,2.6319458,4.0363892
3.5148071,2.9118774,0.1819458,1.5863892
4.7398071,1.6868774,1.4069458,2.8113892
2.2898071,4.1368774,3.8569458,0.3613892
1.6773071,2.2993774,0.7944458,4.6488892
4.1273071,4.7493774,3.2444458,2.1988892
2.9023071,1.0743774,4.4694458,3.4238892
0.4523071,3.5243774,2.0194458,0.9738892
0.6054321,1.2275024,0.3350708,0.5145142
3.0554321,3.6775024,2.7850708,2.9645142
4.2804321,2.4525024,4.0100708,1.7395142
1.8304321,4.9025024,1.5600708,4.1895142
2.4429321,1.8400024,3.3975708,1.1270142
4.8929321,4.2900024,0.9475708,3.5770142
3.6679321,0.6150024,2.1725708,2.3520142
1.2179321,3.0650024,4.6225708,4.8020142
0.9116821,2.1462524,1.8663208,3.2707642
3.3616821,4.5962524,4.3163208,0.8207642
4.5866821,0.9212524,3.0913208,4.4957642
2.1366821,3.3712524,0.6413208,2.0457642
1.5241821,0.3087524,4.9288208,2.6582642
3.9741821,2.7587524,2.4788208,0.2082642
2.7491821,1.5337524,1.2538208,3.8832642
0.2991821,3.9837524,3.7038208,1.4332642
0.3757446,0.2321899,1.4835083,4.5723267
2.8257446,2.6821899,3.9335083,2.1223267
4.0507446,1.4571899,2.7085083,3.3473267
1.6007446,3.9071899,0.2585083,0.8973267
2.2132446,2.0696899,4.5460083,3.9598267
4.6632446,4.5196899,2.0960083,1.5098267
3.4382446,0.8446899,0.8710083,2.7348267
0.9882446,3.2946899,3.3210083,0.2848267
1.2944946,1.7634399,0.5647583,1.8160767
3.7444946,4.2134399,3.0147583,4.2660767
4.9694946,0.5384399,4.2397583,0.5910767
2.5194946,2.9884399,1.7897583,3.0410767
1.9069946,1.1509399,3.6272583,2.4285767
4.3569946,3.6009399,1.1772583,4.8785767
3.1319946,2.3759399,2.4022583,1.2035767
0.6819946,4.8259399,4.8522583,3.6535767
0.5288696,2.5290649,2.8616333,2.5817017
2.9788696,4.9790649,0.4116333,0.1317017
4.2038696,1.3040649,1.6366333,3.8067017
1.7538696,3.7540649,4.0866333,1.3567017
2.3663696,0.6915649,1.0241333,3.1942017
4.8163696,3.1415649,3.4741333,0.7442017
3.5913696,1.9165649,4.6991333,4.4192017
1.1413696,4.3665649,2.2491333,1.9692017
0.8351196,0.9978149,3.7803833,1.0504517
3.2851196,3.4478149,1.3303833,3.5004517
4.5101196,2.2228149,0.1053833,2.2754517
2.0601196,4.6728149,2.5553833,4.7254517
1.4476196,1.6103149,1.9428833,0.4379517
3.8976196,4.0603149,4.3928833,2.8879517
2.6726196,0.3853149,3.1678833,1.6629517
0.2226196,2.8353149,0.7178833,4.1129517
0.1843384,0.8064087,3.2827271,3.5387329
2.6343384,3.2564087,0.8327271,1.0887329
3.8593384,2.0314087,2.0577271,4.7637329
1.4093384,4.4814087,4.5077271,2.3137329
2.0218384,1.4189087,0.2202271,2.9262329
4.4718384,3.8689087,2.6702271,0.4762329
3.2468384,0.1939087,3.8952271,4.1512329
0.7968384,2.6439087,1.4452271,1.7012329
1.1030884,2.3376587,4.8139771,0.1699829
3.5530884,4.7876587,2.3639771,2.6199829
4.7780884,1.1126587,1.1389771,1.3949829
2.3280884,3.5626587,3.5889771,3.8449829
1.7155884,0.5001587,1.7514771,0.7824829
4.1655884,2.9501587,4.2014771,3.2324829
2.9405884,1.7251587,2.9764771,2.0074829
0.4905884,4.1751587,0.5264771,4.4574829
0.6437134,1.8782837,2.5171021,4.3043579
3.0937134,4.3282837,4.9671021,1.8543579
4.3187134,0.6532837,3.7421021,3.0793579
1.8687134,3.1032837,1.2921021,0.6293579
2.4812134,1.2657837,4.3546021,4.9168579
4.9312134,3.7157837,1.9046021,2.4668579
3.7062134,2.4907837,0.6796021,3.6918579
1.2562134,4.9407837,3.1296021,1.2418579
0.9499634,0.3470337,0.9858521,2.1606079
3.3999634,2.7970337,3.4358521,4.6106079
4.6249634,1.5720337,4.6608521,0.9356079
2.1749634,4.0220337,2.2108521,3.3856079
1.5624634,2.1845337,2.8233521,1.5481079
4.0124634,4.6345337,0.3733521,3.9981079
2.7874634,0.9595337,1.5983521,0.3231079
0.3374634,3.4095337,4.0483521,2.7731079
0.2609009,1.9548462,1.2155396,0.8590454
2.7109009,4.4048462,3.6655396,3.3090454
3.9359009,0.7298462,4.8905396,2.0840454
1.4859009,3.1798462,2.4405396,4.5340454
2.0984009,0.1173462,3.0530396,0.2465454
4.5484009,2.5673462,0.6030396,2.6965454
3.3234009,1.3423462,1.8280396,1.4715454
0.8734009,3.7923462,4.2780396,3.9215454
1.1796509,1.0360962,2.1342896,3.0027954
3.6296509,3.4860962,4.5842896,0.5527954
4.8546509,2.2610962,3.3592896,4.2277954
2.4046509,4.7110962,0.9092896,1.7777954
1.7921509,1.6485962,3.9717896,3.6152954
4.2421509,4.0985962,1.5217896,1.1652954
3.0171509,0.4235962,0.2967896,4.8402954
0.5671509,2.8735962,2.7467896,2.3902954
0.4140259,0.5767212,4.4311646,1.6246704
2.8640259,3.0267212,1.9811646,4.0746704
4.0890259,1.8017212,0.7561646,0.3996704
1.6390259,4.2517212,3.2061646,2.8496704
2.2515259,2.4142212,1.3686646,2.2371704
4.7015259,4.8642212,3.8186646,4.6871704
3.4765259,1.1892212,2.5936646,1.0121704
1.0265259,3.6392212,0.1436646,3.4621704
0.7202759,1.4954712,3.5124146,4.9934204
3.1702759,3.9454712,1.0624146,2.5434204
4.3952759,0.2704712,2.2874146,3.7684204
1.9452759,2.7204712,4.7374146,1.3184204
1.3327759,0.8829712,0.4499146,4.3809204
3.7827759,3.3329712,2.8999146,1.9309204
2.5577759,2.1079712,4.1249146,3.1559204
0.1077759,4.5579712,1.6749146,0.7059204
0.1053833,1.4835083,1.1078735,1.4260864
2.5553833,3.9335083,3.5578735,3.8760864
3.7803833,0.2585083,4.7828735,0.2010864
1.3303833,2.7085083,2.3328735,2.6510864
1.9428833,0.8710083,2.9453735,2.0385864
4.3928833,3.3210083,0.4953735,4.4885864
3.1678833,2.0960083,1.7203735,0.8135864
0.7178833,4.5460083,4.1703735,3.2635864
1.0241333,0.5647583,2.0266235,4.7948364
3.4741333,3.0147583,4.4766235,2.3448364
4.6991333,1.7897583,3.2516235,3.5698364
2.2491333,4.2397583,0.8016235,1.1198364
1.6366333,2.4022583,3.8641235,4.1823364
4.0866333,4.8522583,1.4141235,1.7323364
2.8616333,1.1772583,0.1891235,2.9573364
0.4116333,3.6272583,2.6391235,0.5073364
0.5647583,1.0241333,4.6297485,0.9667114
3.0147583,3.4741333,2.1797485,3.4167114
4.2397583,2.2491333,0.9547485,2.1917114
1.7897583,4.6991333,3.4047485,4.6417114
2.4022583,1.6366333,1.5672485,0.3542114
3.6272583,0.4116333,2.7922485,1.5792114
1.1772583,2.8616333,0.3422485,4.0292114
0.8710083,1.9428833,3.7109985,3.1104614
3.3210083,4.3928833,1.2609985,0.6604614
4.5460083,0.7178833,2.4859985,4.3354614
2.0960083,3.1678833,4.9359985,1.8854614
1.4835083,0.1053833,0.6484985,3.7229614
3.9335083,2.5553833,3.0984985,1.2729614
2.7085083,1.3303833,4.3234985,4.9479614
0.2585083,3.7803833,1.8734985,2.4979614
0.3350708,0.3350708,3.328186,4.1057739
2.7850708,2.7850708,0.878186,1.6557739
4.0100708,1.5600708,2.103186,2.8807739
1.5600708,4.0100708,4.553186,0.4307739
2.1725708,2.1725708,0.265686,4.7182739
4.6225708,4.6225708,2.715686,2.2682739
3.3975708,0.9475708,3.940686,3.4932739
0.9475708,3.3975708,1.490686,1.0432739
1.2538208,1.8663208,4.859436,1.9620239
3.7038208,4.3163208,2.409436,4.4120239
4.9288208,0.6413208,1.184436,0.7370239
2.4788208,3.0913208,3.634436,3.1870239
1.8663208,1.2538208,1.796936,1.3495239
4.3163208,3.7038208,4.246936,3.7995239
3.0913208,2.4788208,3.021936,0.1245239
0.6413208,4.9288208,0.571936,2.5745239
0.4881958,2.3256958,2.256311,3.6463989
2.9381958,4.7756958,4.706311,1.1963989
4.1631958,1.1006958,3.481311,4.8713989
1.7131958,3.5506958,1.031311,2.4213989
2.3256958,0.4881958,4.093811,3.0338989
4.7756958,2.9381958,1.643811,0.5838989
3.5506958,1.7131958,0.418811,4.2588989
1.1006958,4.1631958,2.868811,1.8088989
0.7944458,0.7944458,0.725061,0.2776489
3.2444458,3.2444458,3.175061,2.7276489
4.4694458,2.0194458,4.400061,1.5026489
2.0194458,4.4694458,1.950061,3.9526489
1.4069458,1.4069458,2.562561,0.8901489
3.8569458,3.8569458,0.112561,3.3401489
2.6319458,0.1819458,1.337561,2.1151489
0.1819458,2.6319458,3.787561,4.5651489
0.2202271,0.9858521,1.4524048,2.7659302
2.6702271,3.4358521,3.9024048,0.3159302
3.8952271,2.2108521,2.6774048,3.9909302
1.4452271,4.6608521,0.2274048,1.5409302
4.5077271,4.0483521,2.0649048,0.9284302
3.2827271,0.3733521,0.8399048,4.6034302
0.8327271,2.8233521,3.2899048,2.1534302
1.1389771,2.5171021,0.5336548,1.2346802
3.5889771,4.9671021,2.9836548,3.6846802
4.8139771,1.2921021,4.2086548,2.4596802
2.3639771,3.7421021,1.7586548,4.9096802
1.7514771,0.6796021,3.5961548,0.6221802
4.2014771,3.1296021,1.1461548,3.0721802
2.9764771,1.9046021,2.3711548,1.8471802
0.5264771,4.3546021,4.8211548,4.2971802
0.6796021,1.7514771,3.1367798,4.4503052
3.1296021,4.2014771,0.6867798,2.0003052
4.3546021,0.5264771,1.9117798,3.2253052
1.9046021,2.9764771,4.3617798,0.7753052
2.5171021,1.1389771,1.2992798,3.8378052
4.9671021,3.5889771,3.7492798,1.3878052
3.7421021,2.3639771,4.9742798,2.6128052
1.2921021,4.8139771,2.5242798,0.1628052
0.9858521,0.2202271,4.0555298,1.6940552
3.4358521,2.6702271,1.6055298,4.1440552
4.6608521,1.4452271,0.3805298,0.4690552
2.2108521,3.8952271,2.8305298,2.9190552
1.5983521,2.0577271,2.2180298,2.3065552
4.0483521,4.5077271,4.6680298,4.7565552
2.8233521,0.8327271,3.4430298,1.0815552
0.3733521,3.2827271,0.9930298,3.5315552
0.2967896,2.1342896,4.2852173,0.6987427
2.7467896,4.5842896,1.8352173,3.1487427
3.9717896,0.9092896,0.6102173,1.9237427
1.5217896,3.3592896,3.0602173,4.3737427
2.1342896,0.2967896,2.4477173,1.3112427
4.5842896,2.7467896,4.8977173,3.7612427
3.3592896,1.5217896,3.6727173,2.5362427
0.9092896,3.9717896,1.2227173,4.9862427
1.2155396,1.2155396,2.7539673,3.4549927
3.6655396,3.6655396,0.3039673,1.0049927
4.8905396,2.4405396,1.5289673,4.6799927
2.4405396,4.8905396,3.9789673,2.2299927
1.8280396,1.8280396,0.9164673,2.8424927
4.2780396,4.2780396,3.3664673,0.3924927
3.0530396,0.6030396,4.5914673,4.0674927
0.6030396,3.0530396,2.1414673,1.6174927
0.4499146,0.4499146,0.1508423,2.3831177
2.8999146,2.8999146,2.6008423,4.8331177
4.1249146,1.6749146,3.8258423,1.1581177
1.6749146,4.1249146,1.3758423,3.6081177
2.2874146,2.2874146,3.2133423,1.7706177
4.7374146,4.7374146,0.7633423,4.2206177
3.5124146,1.0624146,1.9883423,0.5456177
1.0624146,3.5124146,4.4383423,2.9956177
0.7561646,1.3686646,1.6820923,3.9143677
3.2061646,3.8186646,4.1320923,1.4643677
4.4311646,0.1436646,2.9070923,2.6893677
1.9811646,2.5936646,0.4570923,0.2393677
1.3686646,0.7561646,4.7445923,4.5268677
3.8186646,3.2061646,2.2945923,2.0768677
2.5936646,1.9811646,1.0695923,3.3018677
0.1436646,4.4311646,3.5195923,0.8518677
0.1628052,0.6604614,4.9551392,3.5506958
2.6128052,3.1104614,2.5051392,1.1006958
3.8378052,1.8854614,1.2801392,4.7756958
1.3878052,4.3354614,3.7301392,2.3256958
2.0003052,2.4979614,1.8926392,2.9381958
4.4503052,4.9479614,4.3426392,0.4881958
3.2253052,1.2729614,3.1176392,4.1631958
0.7753052,3.7229614,0.6676392,1.7131958
1.0815552,1.5792114,3.4238892,0.1819458
3.5315552,4.0292114,0.9738892,2.6319458
4.7565552,0.3542114,2.1988892,1.4069458
2.3065552,2.8042114,4.6488892,3.8569458
1.6940552,0.9667114,0.3613892,0.7944458
4.1440552,3.4167114,2.8113892,3.2444458
2.9190552,2.1917114,4.0363892,2.0194458
0.4690552,4.6417114,1.5863892,4.4694458
0.6221802,2.0385864,0.8207642,4.3163208
3.0721802,4.4885864,3.2707642,1.8663208
4.2971802,0.8135864,4.4957642,3.0913208
1.8471802,3.2635864,2.0457642,0.6413208
2.4596802,0.2010864,2.6582642,4.9288208
4.9096802,2.6510864,0.2082642,2.4788208
3.6846802,1.4260864,1.4332642,3.7038208
1.2346802,3.8760864,3.8832642,1.2538208
0.9284302,1.1198364,2.3520142,2.1725708
3.3784302,3.5698364,4.8020142,4.6225708
4.6034302,2.3448364,3.5770142,0.9475708
2.1534302,4.7948364,1.1270142,3.3975708
1.5409302,1.7323364,4.1895142,1.5600708
3.9909302,4.1823364,1.7395142,4.0100708
2.7659302,0.5073364,0.5145142,0.3350708
0.3159302,2.9573364,2.9645142,2.7850708
0.3924927,1.8088989,1.9692017,0.7178833
2.8424927,4.2588989,4.4192017,3.1678833
4.0674927,0.5838989,3.1942017,1.9428833
1.6174927,3.0338989,0.7442017,4.3928833
2.2299927,1.1963989,3.8067017,0.1053833
4.6799927,3.6463989,1.3567017,2.5553833
3.4549927,2.4213989,0.1317017,1.3303833
1.0049927,4.8713989,2.5817017,3.7803833
1.3112427,0.2776489,1.0504517,2.8616333
3.7612427,2.7276489,3.5004517,0.4116333
4.9862427,1.5026489,4.7254517,4.0866333
2.5362427,3.9526489,2.2754517,1.6366333
1.9237427,2.1151489,2.8879517,3.4741333
4.3737427,4.5651489,0.4379517,1.0241333
3.1487427,0.8901489,1.6629517,4.6991333
0.6987427,3.3401489,4.1129517,2.2491333
0.5456177,0.7370239,3.6535767,1.4835083
2.9956177,3.1870239,1.2035767,3.9335083
4.2206177,1.9620239,2.4285767,0.2585083
1.7706177,4.4120239,4.8785767,2.7085083
2.3831177,1.3495239,0.5910767,2.0960083
4.8331177,3.7995239,3.0410767,4.5460083
3.6081177,0.1245239,4.2660767,0.8710083
1.1581177,2.5745239,1.8160767,3.3210083
0.8518677,2.2682739,4.5723267,4.8522583
3.3018677,4.7182739,2.1223267,2.4022583
4.5268677,1.0432739,0.8973267,3.6272583
2.0768677,3.4932739,3.3473267,1.1772583
1.4643677,0.4307739,1.5098267,4.2397583
3.9143677,2.8807739,3.9598267,1.7897583
2.6893677,1.6557739,2.7348267,3.0147583
0.2393677,4.1057739,0.2848267,0.5647583
0.2010864,2.4596802,2.8496704,2.4405396
2.6510864,4.9096802,0.3996704,4.8905396
3.8760864,1.2346802,1.6246704,1.2155396
1.4260864,3.6846802,4.0746704,3.6655396
2.0385864,0.6221802,1.0121704,1.8280396
4.4885864,3.0721802,3.4621704,4.2780396
3.2635864,1.8471802,4.6871704,0.6030396
0.8135864,4.2971802,2.2371704,3.0530396
1.1198364,0.9284302,4.3809204,3.9717896
3.5698364,3.3784302,1.9309204,1.5217896
4.7948364,2.1534302,0.7059204,2.7467896
2.3448364,4.6034302,3.1559204,0.2967896
1.7323364,1.5409302,2.5434204,4.5842896
4.1823364,3.9909302,4.9934204,2.1342896
2.9573364,0.3159302,3.7684204,3.3592896
0.5073364,2.7659302,1.3184204,0.9092896
0.6604614,0.1628052,1.7777954,0.4499146
3.1104614,2.6128052,4.2277954,2.8999146
4.3354614,1.3878052,3.0027954,1.6749146
1.8854614,3.8378052,0.5527954,4.1249146
2.4979614,2.0003052,4.8402954,1.0624146
4.9479614,4.4503052,2.3902954,3.5124146
3.7229614,0.7753052,1.1652954,2.2874146
1.2729614,3.2253052,3.6152954,4.7374146
0.9667114,1.6940552,0.2465454,3.2061646
3.4167114,4.1440552,2.6965454,0.7561646
4.6417114,0.4690552,3.9215454,4.4311646
2.1917114,2.9190552,1.4715454,1.9811646
1.5792114,1.0815552,3.3090454,2.5936646
4.0292114,3.5315552,0.8590454,0.1436646
2.8042114,2.3065552,2.0840454,3.8186646
0.3542114,4.7565552,4.5340454,1.3686646
0.2776489,1.3112427,0.4762329,4.6608521
2.7276489,3.7612427,2.9262329,2.2108521
3.9526489,2.5362427,4.1512329,3.4358521
1.5026489,4.9862427,1.7012329,0.9858521
2.1151489,1.9237427,3.5387329,4.0483521
4.5651489,4.3737427,1.0887329,1.5983521
